"Código
Concelho";"Designação
Concelho";Código;Freguesias antes da Reorganização;Alteração;"Código
Novo";Freguesias - Reorganização de 2013;
1601;ARCOS DE VALDEVEZ;160119;Jolda (Madalena);Junção;160158;União das freguesias de Jolda (Madalena) e Rio Cabrão;
1601;ARCOS DE VALDEVEZ;160129;Rio Cabrão;Junção;160158;União das freguesias de Jolda (Madalena) e Rio Cabrão;
1601;ARCOS DE VALDEVEZ;160135;Padreiro (Salvador);Junção;160159;União das freguesias de Padreiro (Salvador e Santa Cristina);
1601;ARCOS DE VALDEVEZ;160136;Padreiro (Santa Cristina);Junção;160159;União das freguesias de Padreiro (Salvador e Santa Cristina);
1601;ARCOS DE VALDEVEZ;160112;Extremo;Junção;160160;União das freguesias de Portela e Extremo;
1601;ARCOS DE VALDEVEZ;160127;Portela;Junção;160160;União das freguesias de Portela e Extremo;
1601;ARCOS DE VALDEVEZ;160111;Ermelo;Junção;160161;União das freguesias de São Jorge e Ermelo;
1601;ARCOS DE VALDEVEZ;160140;São Jorge;Junção;160161;União das freguesias de São Jorge e Ermelo;
1601;ARCOS DE VALDEVEZ;160147;Souto;Junção;160162;União das freguesias de Souto e Tabaçô;
1601;ARCOS DE VALDEVEZ;160148;Tabaçô;Junção;160162;União das freguesias de Souto e Tabaçô;
1601;ARCOS DE VALDEVEZ;160137;Távora (Santa Maria);Junção;160163;União das freguesias de Távora (Santa Maria e São Vicente);
1601;ARCOS DE VALDEVEZ;160143;Távora (São Vicente);Junção;160163;União das freguesias de Távora (Santa Maria e São Vicente);
1601;ARCOS DE VALDEVEZ;160132;Sá;Junção;160164;União das freguesias de Vilela, São Cosme e São Damião e Sá;
1601;ARCOS DE VALDEVEZ;160139;São Cosme e São Damião;Junção;160164;União das freguesias de Vilela, São Cosme e São Damião e Sá;
1601;ARCOS DE VALDEVEZ;160151;Vilela;Junção;160164;União das freguesias de Vilela, São Cosme e São Damião e Sá;
1602;CAMINHA;160201;Âncora;;160201;Âncora;
1602;CAMINHA;160205;Argela;;160205;Argela;
1602;CAMINHA;160209;Dem;;160209;Dem;
1602;CAMINHA;160211;Lanhelas;;160211;Lanhelas;
1602;CAMINHA;160214;Riba de Âncora;;160214;Riba de Âncora;
1602;CAMINHA;160215;Seixas;;160215;Seixas;
1602;CAMINHA;160217;Vila Praia de Âncora;;160217;Vila Praia de Âncora;
1602;CAMINHA;160218;Vilar de Mouros;;160218;Vilar de Mouros;
1602;CAMINHA;160220;Vile;;160220;Vile;
1602;CAMINHA;160202;Arga de Baixo;Junção;160221;União das freguesias de Arga (Baixo, Cima e São João);
1602;CAMINHA;160203;Arga de Cima;Junção;160221;União das freguesias de Arga (Baixo, Cima e São João);
1602;CAMINHA;160204;Arga de São João;Junção;160221;União das freguesias de Arga (Baixo, Cima e São João);
1602;CAMINHA;160207;Caminha (Matriz);Junção;160222;União das freguesias de Caminha (Matriz) e Vilarelho;
1602;CAMINHA;160219;Vilarelho;Junção;160222;União das freguesias de Caminha (Matriz) e Vilarelho;
1602;CAMINHA;160210;Gondar;Junção;160223;União das freguesias de Gondar e Orbacém;
1602;CAMINHA;160213;Orbacém;Junção;160223;União das freguesias de Gondar e Orbacém;
1602;CAMINHA;160208;Cristelo;Junção;160224;União das freguesias de Moledo e Cristelo;
1602;CAMINHA;160212;Moledo;Junção;160224;União das freguesias de Moledo e Cristelo;
1602;CAMINHA;160206;Azevedo;Junção;160225;União das freguesias de Venade e Azevedo;
1602;CAMINHA;160216;Venade;Junção;160225;União das freguesias de Venade e Azevedo;
1603;MELGACO;160301;Alvaredo;;160301;Alvaredo;
1603;MELGACO;160304;Cousso;;160304;Cousso;
1603;MELGACO;160305;Cristoval;;160305;Cristoval;
1603;MELGACO;160307;Fiães;;160307;Fiães;
1603;MELGACO;160308;Gave;;160308;Gave;
1603;MELGACO;160311;Paderne;;160311;Paderne;
1603;MELGACO;160313;Penso;;160313;Penso;
1603;MELGACO;160317;São Paio;;160317;São Paio;
1603;MELGACO;160302;Castro Laboreiro;Junção;160319;União das freguesias de Castro Laboreiro e Lamas de Mouro;
1603;MELGACO;160309;Lamas de Mouro;Junção;160319;União das freguesias de Castro Laboreiro e Lamas de Mouro;
1603;MELGACO;160303;Chaviães;Junção;160320;União das freguesias de Chaviães e Paços;
1603;MELGACO;160310;Paços;Junção;160320;União das freguesias de Chaviães e Paços;
1603;MELGACO;160306;Cubalhão;Junção;160321;União das freguesias de Parada do Monte e Cubalhão;
1603;MELGACO;160312;Parada do Monte;Junção;160321;União das freguesias de Parada do Monte e Cubalhão;
1603;MELGACO;160314;Prado;Junção;160322;União das freguesias de Prado e Remoães;
1603;MELGACO;160315;Remoães;Junção;160322;União das freguesias de Prado e Remoães;
1603;MELGACO;160316;Roussas;Junção;160323;União das freguesias de Vila e Roussas;
1603;MELGACO;160318;Vila;Junção;160323;União das freguesias de Vila e Roussas;
1604;MONCAO;160401;Abedim;;160401;Abedim;
1604;MONCAO;160404;Barbeita;;160404;Barbeita;
1604;MONCAO;160405;Barroças e Taias;;160405;Barroças e Taias;
1604;MONCAO;160406;Bela;;160406;Bela;
1604;MONCAO;160407;Cambeses;;160407;Cambeses;
1604;MONCAO;160410;Lara;;160410;Lara;
1604;MONCAO;160411;Longos Vales;;160411;Longos Vales;
1604;MONCAO;160415;Merufe;;160415;Merufe;
1604;MONCAO;160418;Moreira;;160418;Moreira;
1604;MONCAO;160420;Pias;;160420;Pias;
1604;MONCAO;160421;Pinheiros;;160421;Pinheiros;
1604;MONCAO;160422;Podame;;160422;Podame;
1604;MONCAO;160423;Portela;;160423;Portela;
1604;MONCAO;160424;Riba de Mouro;;160424;Riba de Mouro;
1604;MONCAO;160427;Segude;;160427;Segude;
1604;MONCAO;160428;Tangil;;160428;Tangil;
1604;MONCAO;160431;Trute;;160431;Trute;
1604;MONCAO;160402;Anhões;Junção;160434;União das freguesias de Anhões e Luzio;
1604;MONCAO;160413;Luzio;Junção;160434;União das freguesias de Anhões e Luzio;
1604;MONCAO;160403;Badim;Junção;160435;União das freguesias de Ceivães e Badim;
1604;MONCAO;160408;Ceivães;Junção;160435;União das freguesias de Ceivães e Badim;
1604;MONCAO;160414;Mazedo;Junção;160436;União das freguesias de Mazedo e Cortes;
1604;MONCAO;160433;Cortes;Junção;160436;União das freguesias de Mazedo e Cortes;
1604;MONCAO;160416;Messegães;Junção;160437;União das freguesias de Messegães, Valadares e Sá;
1604;MONCAO;160425;Sá;Junção;160437;União das freguesias de Messegães, Valadares e Sá;
1604;MONCAO;160432;Valadares;Junção;160437;União das freguesias de Messegães, Valadares e Sá;
1604;MONCAO;160417;Monção;Junção;160438;União das freguesias de Monção e Troviscoso;
1604;MONCAO;160430;Troviscoso;Junção;160438;União das freguesias de Monção e Troviscoso;
1604;MONCAO;160412;Lordelo;Junção;160439;União das freguesias de Sago, Lordelo e Parada;
1604;MONCAO;160419;Parada;Junção;160439;União das freguesias de Sago, Lordelo e Parada;
1604;MONCAO;160426;Sago;Junção;160439;União das freguesias de Sago, Lordelo e Parada;
1604;MONCAO;160409;Lapela;Junção;160440;União das freguesias de Troporiz e Lapela;
1604;MONCAO;160429;Troporiz;Junção;160440;União das freguesias de Troporiz e Lapela;
1605;PAREDES DE COURA;160501;Agualonga;;160501;Agualonga;
1605;PAREDES DE COURA;160503;Castanheira;;160503;Castanheira;
1605;PAREDES DE COURA;160505;Coura;;160505;Coura;
1605;PAREDES DE COURA;160507;Cunha;;160507;Cunha;
1605;PAREDES DE COURA;160510;Infesta;;160510;Infesta;
1605;PAREDES DE COURA;160513;Mozelos;;160513;Mozelos;
1605;PAREDES DE COURA;160514;Padornelo;;160514;Padornelo;
1605;PAREDES DE COURA;160515;Parada;;160515;Parada;
1605;PAREDES DE COURA;160519;Romarigães;;160519;Romarigães;
1605;PAREDES DE COURA;160520;Rubiães;;160520;Rubiães;
1605;PAREDES DE COURA;160521;Vascões;;160521;Vascões;
1605;PAREDES DE COURA;160502;Bico;Junção;160522;União das freguesias de Bico e Cristelo;
1605;PAREDES DE COURA;160506;Cristelo;Junção;160522;União das freguesias de Bico e Cristelo;
1605;PAREDES DE COURA;160504;Cossourado;Junção;160523;União das freguesias de Cossourado e Linhares;
1605;PAREDES DE COURA;160512;Linhares;Junção;160523;União das freguesias de Cossourado e Linhares;
1605;PAREDES DE COURA;160508;Ferreira;Junção;160524;União das freguesias de Formariz e Ferreira;
1605;PAREDES DE COURA;160509;Formariz;Junção;160524;União das freguesias de Formariz e Ferreira;
1605;PAREDES DE COURA;160511;Insalde;Junção;160525;União das freguesias de Insalde e Porreiras;
1605;PAREDES DE COURA;160517;Porreiras;Junção;160525;União das freguesias de Insalde e Porreiras;
1605;PAREDES DE COURA;160516;Paredes de Coura;Junção;160526;União das freguesias de Paredes de Coura e Resende;
1605;PAREDES DE COURA;160518;Resende;Junção;160526;União das freguesias de Paredes de Coura e Resende;
1606;PONTE DA BARCA;160601;Azias;;160601;Azias;
1606;PONTE DA BARCA;160602;Boivães;;160602;Boivães;
1606;PONTE DA BARCA;160603;Bravães;;160603;Bravães;
1606;PONTE DA BARCA;160604;Britelo;;160604;Britelo;
1606;PONTE DA BARCA;160606;Cuide de Vila Verde;;160606;Cuide de Vila Verde;
1606;PONTE DA BARCA;160611;Lavradas;;160611;Lavradas;
1606;PONTE DA BARCA;160612;Lindoso;;160612;Lindoso;
1606;PONTE DA BARCA;160613;Nogueira;;160613;Nogueira;
1606;PONTE DA BARCA;160614;Oleiros;;160614;Oleiros;
1606;PONTE DA BARCA;160619;Sampriz;;160619;Sampriz;
1606;PONTE DA BARCA;160623;Vade (São Pedro);;160623;Vade (São Pedro);
1606;PONTE DA BARCA;160624;Vade (São Tomé);;160624;Vade (São Tomé);
1606;PONTE DA BARCA;160605;Crasto;Junção;160626;União das freguesias de Crasto, Ruivos e Grovelas;
1606;PONTE DA BARCA;160610;Grovelas;Junção;160626;União das freguesias de Crasto, Ruivos e Grovelas;
1606;PONTE DA BARCA;160617;Ruivos;Junção;160626;União das freguesias de Crasto, Ruivos e Grovelas;
1606;PONTE DA BARCA;160607;Entre Ambos-os-Rios;Junção;160627;União das freguesias de Entre Ambos-os-Rios, Ermida e Germil;
1606;PONTE DA BARCA;160608;Ermida;Junção;160627;União das freguesias de Entre Ambos-os-Rios, Ermida e Germil;
1606;PONTE DA BARCA;160609;Germil;Junção;160627;União das freguesias de Entre Ambos-os-Rios, Ermida e Germil;
1606;PONTE DA BARCA;160615;Paço Vedro de Magalhães;Junção;160628;União das freguesias de Ponte da Barca, Vila Nova de Muía e Paço Vedro de Magalhães;
1606;PONTE DA BARCA;160616;Ponte da Barca;Junção;160628;União das freguesias de Ponte da Barca, Vila Nova de Muía e Paço Vedro de Magalhães;
1606;PONTE DA BARCA;160625;Vila Nova de Muía;Junção;160628;União das freguesias de Ponte da Barca, Vila Nova de Muía e Paço Vedro de Magalhães;
1606;PONTE DA BARCA;160618;Touvedo (Salvador);Junção;160629;União das freguesias de Touvedo (São Lourenço e Salvador);
1606;PONTE DA BARCA;160622;Touvedo (São Lourenço);Junção;160629;União das freguesias de Touvedo (São Lourenço e Salvador);
1606;PONTE DA BARCA;160620;Vila Chã (Santiago);Junção;160630;União das freguesias de Vila Chã (São João Baptista e Santiago);
1606;PONTE DA BARCA;160621;Vila Chã (São João Baptista);Junção;160630;União das freguesias de Vila Chã (São João Baptista e Santiago);
1607;PONTE DE LIMA;160701;Anais;;160701;Anais;
1607;PONTE DE LIMA;160703;São Pedro d'Arcos;;160703;São Pedro d'Arcos;
1607;PONTE DE LIMA;160704;Arcozelo;;160704;Arcozelo;
1607;PONTE DE LIMA;160707;Beiral do Lima;;160707;Beiral do Lima;
1607;PONTE DE LIMA;160708;Bertiandos;;160708;Bertiandos;
1607;PONTE DE LIMA;160709;Boalhosa;;160709;Boalhosa;
1607;PONTE DE LIMA;160710;Brandara;;160710;Brandara;
1607;PONTE DE LIMA;160713;Calheiros;;160713;Calheiros;
1607;PONTE DE LIMA;160714;Calvelo;;160714;Calvelo;
1607;PONTE DE LIMA;160716;Correlhã;;160716;Correlhã;
1607;PONTE DE LIMA;160717;Estorãos;;160717;Estorãos;
1607;PONTE DE LIMA;160718;Facha;;160718;Facha;
1607;PONTE DE LIMA;160719;Feitosa;;160719;Feitosa;
1607;PONTE DE LIMA;160721;Fontão;;160721;Fontão;
1607;PONTE DE LIMA;160724;Friastelas;;160724;Friastelas;
1607;PONTE DE LIMA;160726;Gandra;;160726;Gandra;
1607;PONTE DE LIMA;160727;Gemieira;;160727;Gemieira;
1607;PONTE DE LIMA;160728;Gondufe;;160728;Gondufe;
1607;PONTE DE LIMA;160729;Labruja;;160729;Labruja;
1607;PONTE DE LIMA;160734;Poiares;;160734;Poiares;
1607;PONTE DE LIMA;160737;Refóios do Lima;;160737;Refóios do Lima;
1607;PONTE DE LIMA;160739;Ribeira;;160739;Ribeira;
1607;PONTE DE LIMA;160740;Sá;;160740;Sá;
1607;PONTE DE LIMA;160742;Santa Comba;;160742;Santa Comba;
1607;PONTE DE LIMA;160743;Santa Cruz do Lima;;160743;Santa Cruz do Lima;
1607;PONTE DE LIMA;160744;Rebordões (Santa Maria);;160744;Rebordões (Santa Maria);
1607;PONTE DE LIMA;160745;Seara;;160745;Seara;
1607;PONTE DE LIMA;160746;Serdedelo;;160746;Serdedelo;
1607;PONTE DE LIMA;160747;Rebordões (Souto);;160747;Rebordões (Souto);
1607;PONTE DE LIMA;160750;Vitorino das Donas;;160750;Vitorino das Donas;
1607;PONTE DE LIMA;160702;Arca;Junção;160752;Arca e Ponte de Lima;
1607;PONTE DE LIMA;160735;Ponte de Lima;Junção;160752;Arca e Ponte de Lima;
1607;PONTE DE LIMA;160705;Ardegão;Junção;160753;Ardegão, Freixo e Mato;
1607;PONTE DE LIMA;160723;Freixo;Junção;160753;Ardegão, Freixo e Mato;
1607;PONTE DE LIMA;160731;Mato;Junção;160753;Ardegão, Freixo e Mato;
1607;PONTE DE LIMA;160725;Gaifar;Junção;160754;Associação de freguesias do Vale do Neiva;
1607;PONTE DE LIMA;160741;Sandiães;Junção;160754;Associação de freguesias do Vale do Neiva;
1607;PONTE DE LIMA;160748;Vilar das Almas;Junção;160754;Associação de freguesias do Vale do Neiva;
1607;PONTE DE LIMA;160706;Bárrio;Junção;160755;Bárrio e Cepões;
1607;PONTE DE LIMA;160715;Cepões;Junção;160755;Bárrio e Cepões;
1607;PONTE DE LIMA;160711;Cabaços;Junção;160756;Cabaços e Fojo Lobal;
1607;PONTE DE LIMA;160720;Fojo Lobal;Junção;160756;Cabaços e Fojo Lobal;
1607;PONTE DE LIMA;160712;Cabração;Junção;160757;Cabração e Moreira do Lima;
1607;PONTE DE LIMA;160732;Moreira do Lima;Junção;160757;Cabração e Moreira do Lima;
1607;PONTE DE LIMA;160722;Fornelos;Junção;160758;Fornelos e Queijada;
1607;PONTE DE LIMA;160736;Queijada;Junção;160758;Fornelos e Queijada;
1607;PONTE DE LIMA;160730;Labrujó;Junção;160759;Labrujó, Rendufe e Vilar do Monte;
1607;PONTE DE LIMA;160738;Rendufe;Junção;160759;Labrujó, Rendufe e Vilar do Monte;
1607;PONTE DE LIMA;160749;Vilar do Monte;Junção;160759;Labrujó, Rendufe e Vilar do Monte;
1607;PONTE DE LIMA;160733;Navió;Junção;160760;Navió e Vitorino dos Piães;
1607;PONTE DE LIMA;160751;Vitorino dos Piães;Junção;160760;Navió e Vitorino dos Piães;
1608;VALENCA;160802;Boivão;;160802;Boivão;
1608;VALENCA;160803;Cerdal;;160803;Cerdal;
1608;VALENCA;160805;Fontoura;;160805;Fontoura;
1608;VALENCA;160806;Friestas;;160806;Friestas;
1608;VALENCA;160808;Ganfei;;160808;Ganfei;
1608;VALENCA;160812;São Pedro da Torre;;160812;São Pedro da Torre;
1608;VALENCA;160816;Verdoejo;;160816;Verdoejo;
1608;VALENCA;160807;Gandra;Junção;160817;União das freguesias de Gandra e Taião;
1608;VALENCA;160814;Taião;Junção;160817;União das freguesias de Gandra e Taião;
1608;VALENCA;160809;Gondomil;Junção;160818;União das freguesias de Gondomil e Sanfins;
1608;VALENCA;160810;Sanfins;Junção;160818;União das freguesias de Gondomil e Sanfins;
1608;VALENCA;160811;São Julião;Junção;160819;União das freguesias de São Julião e Silva;
1608;VALENCA;160813;Silva;Junção;160819;União das freguesias de São Julião e Silva;
1608;VALENCA;160801;Arão;Junção;160820;União das freguesias de Valença, Cristelo Covo e Arão;
1608;VALENCA;160804;Cristelo Covo;Junção;160820;União das freguesias de Valença, Cristelo Covo e Arão;
1608;VALENCA;160815;Valença;Junção;160820;União das freguesias de Valença, Cristelo Covo e Arão;
1609;VIANA DO CASTELO;160901;Afife;;160901;Afife;
1609;VIANA DO CASTELO;160902;Alvarães;;160902;Alvarães;
1609;VIANA DO CASTELO;160903;Amonde;;160903;Amonde;
1609;VIANA DO CASTELO;160904;Anha;;160904;Anha;
1609;VIANA DO CASTELO;160905;Areosa;;160905;Areosa;
1609;VIANA DO CASTELO;160908;Carreço;;160908;Carreço;
1609;VIANA DO CASTELO;160910;Castelo do Neiva;;160910;Castelo do Neiva;
1609;VIANA DO CASTELO;160911;Darque;;160911;Darque;
1609;VIANA DO CASTELO;160914;Freixieiro de Soutelo;;160914;Freixieiro de Soutelo;
1609;VIANA DO CASTELO;160915;Lanheses;;160915;Lanheses;
1609;VIANA DO CASTELO;160920;Montaria;;160920;Montaria;
1609;VIANA DO CASTELO;160922;Mujães;;160922;Mujães;
1609;VIANA DO CASTELO;160923;São Romão de Neiva;;160923;São Romão de Neiva;
1609;VIANA DO CASTELO;160925;Outeiro;;160925;Outeiro;
1609;VIANA DO CASTELO;160926;Perre;;160926;Perre;
1609;VIANA DO CASTELO;160928;Santa Marta de Portuzelo;;160928;Santa Marta de Portuzelo;
1609;VIANA DO CASTELO;160935;Vila Franca;;160935;Vila Franca;
1609;VIANA DO CASTELO;160938;Vila de Punhe;;160938;Vila de Punhe;
1609;VIANA DO CASTELO;160940;Chafé;;160940;Chafé;
1609;VIANA DO CASTELO;160906;Barroselas;Junção;160941;União das freguesias de Barroselas e Carvoeiro;
1609;VIANA DO CASTELO;160909;Carvoeiro;Junção;160941;União das freguesias de Barroselas e Carvoeiro;
1609;VIANA DO CASTELO;160907;Cardielos;Junção;160942;União das freguesias de Cardielos e Serreleis;
1609;VIANA DO CASTELO;160932;Serreleis;Junção;160942;União das freguesias de Cardielos e Serreleis;
1609;VIANA DO CASTELO;160912;Deão;Junção;160943;União das freguesias de Geraz do Lima (Santa Maria, Santa Leocádia e Moreira) e Deão;
1609;VIANA DO CASTELO;160921;Moreira de Geraz do Lima;Junção;160943;União das freguesias de Geraz do Lima (Santa Maria, Santa Leocádia e Moreira) e Deão;
1609;VIANA DO CASTELO;160929;Geraz do Lima (Santa Leocádia);Junção;160943;União das freguesias de Geraz do Lima (Santa Maria, Santa Leocádia e Moreira) e Deão;
1609;VIANA DO CASTELO;160930;Geraz do Lima (Santa Maria);Junção;160943;União das freguesias de Geraz do Lima (Santa Maria, Santa Leocádia e Moreira) e Deão;
1609;VIANA DO CASTELO;160916;Mazarefes;Junção;160944;União das freguesias de Mazarefes e Vila Fria;
1609;VIANA DO CASTELO;160936;Vila Fria;Junção;160944;União das freguesias de Mazarefes e Vila Fria;
1609;VIANA DO CASTELO;160918;Meixedo;Junção;160945;União das freguesias de Nogueira, Meixedo e Vilar de Murteda;
1609;VIANA DO CASTELO;160924;Nogueira;Junção;160945;União das freguesias de Nogueira, Meixedo e Vilar de Murteda;
1609;VIANA DO CASTELO;160939;Vilar de Murteda;Junção;160945;União das freguesias de Nogueira, Meixedo e Vilar de Murteda;
1609;VIANA DO CASTELO;160913;Deocriste;Junção;160946;União das freguesias de Subportela, Deocriste e Portela Susã;
1609;VIANA DO CASTELO;160927;Portela Susã;Junção;160946;União das freguesias de Subportela, Deocriste e Portela Susã;
1609;VIANA DO CASTELO;160933;Subportela;Junção;160946;União das freguesias de Subportela, Deocriste e Portela Susã;
1609;VIANA DO CASTELO;160934;Torre;Junção;160947;União das freguesias de Torre e Vila Mou;
1609;VIANA DO CASTELO;160937;Vila Mou;Junção;160947;União das freguesias de Torre e Vila Mou;
1609;VIANA DO CASTELO;160917;Meadela;Junção;160948;União das freguesias de Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela;
1609;VIANA DO CASTELO;160919;Viana do Castelo (Monserrate);Junção;160948;União das freguesias de Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela;
1609;VIANA DO CASTELO;160931;Viana do Castelo (Santa Maria Maior);Junção;160948;União das freguesias de Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela;
1610;VILA NOVA DE CERVEIRA;161003;Cornes;;161003;Cornes;
1610;VILA NOVA DE CERVEIRA;161004;Covas;;161004;Covas;
1610;VILA NOVA DE CERVEIRA;161006;Gondarém;;161006;Gondarém;
1610;VILA NOVA DE CERVEIRA;161007;Loivo;;161007;Loivo;
1610;VILA NOVA DE CERVEIRA;161009;Mentrestido;;161009;Mentrestido;
1610;VILA NOVA DE CERVEIRA;161012;Sapardos;;161012;Sapardos;
1610;VILA NOVA DE CERVEIRA;161013;Sopo;;161013;Sopo;
1610;VILA NOVA DE CERVEIRA;161001;Campos;Junção;161016;União das freguesias de Campos e Vila Meã;
1610;VILA NOVA DE CERVEIRA;161014;Vila Meã;Junção;161016;União das freguesias de Campos e Vila Meã;
1610;VILA NOVA DE CERVEIRA;161002;Candemil;Junção;161017;União das freguesias de Candemil e Gondar;
1610;VILA NOVA DE CERVEIRA;161005;Gondar;Junção;161017;União das freguesias de Candemil e Gondar;
1610;VILA NOVA DE CERVEIRA;161010;Nogueira;Junção;161018;União das freguesias de Reboreda e Nogueira;
1610;VILA NOVA DE CERVEIRA;161011;Reboreda;Junção;161018;União das freguesias de Reboreda e Nogueira;
1610;VILA NOVA DE CERVEIRA;161008;Lovelhe;Junção;161019;União das freguesias de Vila Nova de Cerveira e Lovelhe;
1610;VILA NOVA DE CERVEIRA;161015;Vila Nova de Cerveira;Junção;161019;União das freguesias de Vila Nova de Cerveira e Lovelhe;
1701;ALIJO;170101;Alijó;;170101;Alijó;
1701;ALIJO;170107;Favaios;;170107;Favaios;
1701;ALIJO;170108;Pegarinhos;;170108;Pegarinhos;
1701;ALIJO;170109;Pinhão;;170109;Pinhão;
1701;ALIJO;170112;Sanfins do Douro;;170112;Sanfins do Douro;
1701;ALIJO;170113;Santa Eugénia;;170113;Santa Eugénia;
1701;ALIJO;170114;São Mamede de Ribatua;;170114;São Mamede de Ribatua;
1701;ALIJO;170116;Vila Chã;;170116;Vila Chã;
1701;ALIJO;170117;Vila Verde;;170117;Vila Verde;
1701;ALIJO;170118;Vilar de Maçada;;170118;Vilar de Maçada;
1701;ALIJO;170102;Amieiro;Junção;170120;União das freguesias de Carlão e Amieiro;
1701;ALIJO;170103;Carlão;Junção;170120;União das freguesias de Carlão e Amieiro;
1701;ALIJO;170105;Castedo;Junção;170121;União das freguesias de Castedo e Cotas;
1701;ALIJO;170106;Cotas;Junção;170121;União das freguesias de Castedo e Cotas;
1701;ALIJO;170110;Pópulo;Junção;170122;União das freguesias de Pópulo e Ribalonga;
1701;ALIJO;170111;Ribalonga;Junção;170122;União das freguesias de Pópulo e Ribalonga;
1701;ALIJO;170104;Casal de Loivos;Junção;170123;União das freguesias de Vale de Mendiz, Casal de Loivos e Vilarinho de Cotas;
1701;ALIJO;170115;Vale de Mendiz;Junção;170123;União das freguesias de Vale de Mendiz, Casal de Loivos e Vilarinho de Cotas;
1701;ALIJO;170119;Vilarinho de Cotas;Junção;170123;União das freguesias de Vale de Mendiz, Casal de Loivos e Vilarinho de Cotas;
1702;BOTICAS;170203;Beça;;170203;Beça;
1702;BOTICAS;170208;Covas do Barroso;;170208;Covas do Barroso;
1702;BOTICAS;170210;Dornelas;;170210;Dornelas;
1702;BOTICAS;170213;Pinho;;170213;Pinho;
1702;BOTICAS;170215;Sapiãos;;170215;Sapiãos;
1702;BOTICAS;170201;Alturas do Barroso;Junção;170217;Alturas do Barroso e Cerdedo;
1702;BOTICAS;170206;Cerdedo;Junção;170217;Alturas do Barroso e Cerdedo;
1702;BOTICAS;170202;Ardãos;Junção;170218;Ardãos e Bobadela;
1702;BOTICAS;170204;Bobadela;Junção;170218;Ardãos e Bobadela;
1702;BOTICAS;170205;Boticas;Junção;170219;Boticas e Granja;
1702;BOTICAS;170212;Granja;Junção;170219;Boticas e Granja;
1702;BOTICAS;170207;Codessoso;Junção;170220;Codessoso, Curros e Fiães do Tâmega;
1702;BOTICAS;170209;Curros;Junção;170220;Codessoso, Curros e Fiães do Tâmega;
1702;BOTICAS;170211;Fiães do Tâmega;Junção;170220;Codessoso, Curros e Fiães do Tâmega;
1702;BOTICAS;170214;São Salvador de Viveiro;Junção;170221;Vilar e Viveiro;
1702;BOTICAS;170216;Vilar;Junção;170221;Vilar e Viveiro;
1703;CHAVES;170301;Águas Frias;;170301;Águas Frias;
1703;CHAVES;170302;Anelhe;;170302;Anelhe;
1703;CHAVES;170305;Bustelo;;170305;Bustelo;
1703;CHAVES;170309;Cimo de Vila da Castanheira;;170309;Cimo de Vila da Castanheira;
1703;CHAVES;170310;Curalha;;170310;Curalha;
1703;CHAVES;170312;Ervededo;;170312;Ervededo;
1703;CHAVES;170313;Faiões;;170313;Faiões;
1703;CHAVES;170314;Lama de Arcos;;170314;Lama de Arcos;
1703;CHAVES;170316;Mairos;;170316;Mairos;
1703;CHAVES;170317;Moreiras;;170317;Moreiras;
1703;CHAVES;170318;Nogueira da Montanha;;170318;Nogueira da Montanha;
1703;CHAVES;170320;Oura;;170320;Oura;
1703;CHAVES;170321;Outeiro Seco;;170321;Outeiro Seco;
1703;CHAVES;170322;Paradela;;170322;Paradela;
1703;CHAVES;170324;Redondelo;;170324;Redondelo;
1703;CHAVES;170327;Sanfins;;170327;Sanfins;
1703;CHAVES;170329;Santa Leocádia;;170329;Santa Leocádia;
1703;CHAVES;170330;Santo António de Monforte;;170330;Santo António de Monforte;
1703;CHAVES;170331;Santo Estêvão;;170331;Santo Estêvão;
1703;CHAVES;170333;São Pedro de Agostém;;170333;São Pedro de Agostém;
1703;CHAVES;170334;São Vicente;;170334;São Vicente;
1703;CHAVES;170340;Tronco;;170340;Tronco;
1703;CHAVES;170341;Vale de Anta;;170341;Vale de Anta;
1703;CHAVES;170343;Vila Verde da Raia;;170343;Vila Verde da Raia;
1703;CHAVES;170344;Vilar de Nantes;;170344;Vilar de Nantes;
1703;CHAVES;170345;Vilarelho da Raia;;170345;Vilarelho da Raia;
1703;CHAVES;170347;Vilas Boas;;170347;Vilas Boas;
1703;CHAVES;170348;Vilela Seca;;170348;Vilela Seca;
1703;CHAVES;170349;Vilela do Tâmega;;170349;Vilela do Tâmega;
1703;CHAVES;170350;Santa Maria Maior;;170350;Santa Maria Maior;
1703;CHAVES;170304;Bobadela;Junção;170353;Planalto de Monforte (União das freguesias de Oucidres e Bobadela);
1703;CHAVES;170319;Oucidres;Junção;170353;Planalto de Monforte (União das freguesias de Oucidres e Bobadela);
1703;CHAVES;170326;Samaiões;Junção;170354;União das freguesias da Madalena e Samaiões;
1703;CHAVES;170351;Madalena;Junção;170354;União das freguesias da Madalena e Samaiões;
1703;CHAVES;170307;Cela;Junção;170355;União das freguesias das Eiras, São Julião de Montenegro e Cela;
1703;CHAVES;170311;Eiras;Junção;170355;União das freguesias das Eiras, São Julião de Montenegro e Cela;
1703;CHAVES;170332;São Julião de Montenegro;Junção;170355;União das freguesias das Eiras, São Julião de Montenegro e Cela;
1703;CHAVES;170306;Calvão;Junção;170356;União das freguesias de Calvão e Soutelinho da Raia;
